brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
63755,for_sale,101900,2,2,7.74,79149,Dallas,Texas,75217,1103,
26201,for_sale,425000,3,2,0.13,1594779,Dallas,Texas,75208,1047,
65407,for_sale,325000,4,2,0.17,351949,Dallas,Texas,75203,2016,
51456,for_sale,500000,2,2,0.16,1322829,Dallas,Texas,75206,1248,7/18/1997
97176,for_sale,290000,4,2,0.21,1641684,Dallas,Texas,75217,1850,
50163,for_sale,2599000,3,5,0.06,880479,Dallas,Texas,75204,5441,5/31/2006
51456,for_sale,600000,4,2,0.16,1323036,Dallas,Texas,75206,1670,
71247,for_sale,381000,3,3,0.19,1766541,Dallas,Texas,75228,1872,7/31/1990
71247,for_sale,349000,3,2,0.24,155941,Dallas,Texas,75238,1980,8/31/1990
53342,for_sale,269999,3,2,0.17,286883,Dallas,Texas,75211,1544,11/25/2003
39667,for_sale,198900,5,2,0.09,711161,Dallas,Texas,75227,1362,5/8/2001
103237,for_sale,228000,3,1,0.3,674095,Dallas,Texas,75203,1062,1/4/2022
102816,for_sale,225000,3,2,0.1,1818372,Dallas,Texas,75227,1509,1/4/2005
18780,for_sale,285000,3,2,0.2,1280138,Dallas,Texas,75236,2000,8/18/2021
15807,for_sale,400000,3,2,0.17,1788256,Dallas,Texas,75208,1288,
7080,for_sale,289414,4,4,0.17,773142,Dallas,Texas,75212,2686,
3194,for_sale,350000,2,2,3.54,996592,Dallas,Texas,75219,1162,9/7/2016
109950,for_sale,249900,4,2,0.16,1128403,Dallas,Texas,75210,1517,
96021,for_sale,795000,3,4,0.09,1250300,Dallas,Texas,75219,3104,9/4/2015
53079,for_sale,64000,2,2,,718089,Dallas,Texas,75227,915,
352,for_sale,89000,,,0.27,1059174,Dallas,Texas,75236,,5/1/2018
23665,for_sale,228000,2,2,2.55,857049,Dallas,Texas,75219,1090,12/17/2015
16829,for_sale,230000,3,2,0.21,640224,Dallas,Texas,75217,1296,2/23/1989
26870,for_sale,685000,3,3,1.08,937253,Dallas,Texas,75233,2668,5/22/2017
10121,for_sale,295000,3,2,0.21,751656,Dallas,Texas,75224,1635,
75465,for_sale,315000,3,3,4.54,1625177,Dallas,Texas,75231,1525,2/17/2011
61977,for_sale,400000,3,2,0.15,851871,Dallas,Texas,75211,1524,3/8/2018
48798,for_sale,225000,3,1,0.25,1608457,Dallas,Texas,75217,1284,
102816,for_sale,629900,4,3,0.12,572677,Dallas,Texas,75212,2283,
40435,for_sale,245000,4,2,0.12,853674,Dallas,Texas,75210,1247,5/18/2021
99515,for_sale,820000,2,2,0.67,594568,Dallas,Texas,75201,2421,4/20/2005
31140,for_sale,180000,2,1,0.17,926187,Dallas,Texas,75223,916,
59944,for_sale,160000,3,2,0.06,854537,Dallas,Texas,75215,1300,
106366,for_sale,675000,,,0.11,1274832,Dallas,Texas,75246,3460,3/6/2007
51525,for_sale,535000,4,4,0.22,1560979,Dallas,Texas,75236,3529,6/27/2017
33745,for_sale,302000,4,2,0.26,1371838,Dallas,Texas,75227,1905,7/7/1999
71982,for_sale,1597500,10,10,0.18,1201559,Dallas,Texas,75219,5300,8/14/2013
97958,for_sale,255000,3,1,0.17,51463,Dallas,Texas,75228,1228,4/3/2019
26872,for_sale,850000,5,4,0.17,218351,Dallas,Texas,75208,3160,6/18/2015
86907,for_sale,539000,4,3,0.18,445228,Dallas,Texas,75218,1729,7/26/2019
26558,for_sale,62000,,,0.12,1075431,Dallas,Texas,75215,,
23657,for_sale,1590000,4,6,0.15,1462859,Dallas,Texas,75206,3976,5/13/2015
58737,for_sale,859000,4,3,0.14,881046,Dallas,Texas,75214,2632,5/8/2018
26872,for_sale,2500000,3,4,1.07,1576369,Dallas,Texas,75214,4744,
4265,for_sale,1199000,4,4,0.17,1474679,Dallas,Texas,75214,4264,3/21/2014
13676,for_sale,1825000,3,4,1.31,895299,Dallas,Texas,75201,2607,12/29/2011
75861,for_sale,230000,2,1,0.12,528545,Dallas,Texas,75212,765,
31189,for_sale,260000,4,3,0.16,1411600,Dallas,Texas,75249,1998,3/11/2004
52695,for_sale,525000,2,3,0.04,1091699,Dallas,Texas,75219,2080,3/12/2010
31140,for_sale,644990,3,4,0.04,813731,Dallas,Texas,75212,2237,
81994,for_sale,296800,3,2,0.19,147287,Dallas,Texas,75238,1624,2/23/2022
26936,for_sale,230000,3,2,0.11,1341048,Dallas,Texas,75236,1223,8/17/2001
26202,for_sale,449000,3,2,0.16,234565,Dallas,Texas,75208,1622,12/18/2003
84214,for_sale,363000,3,3,0.17,41729,Dallas,Texas,75216,1932,3/21/2019
103237,for_sale,319999,4,2,0.24,924917,Dallas,Texas,75224,1775,11/15/2021
81645,for_sale,310000,3,3,0.15,1253936,Dallas,Texas,75227,1870,9/24/2019
97958,for_sale,412900,3,3,0.26,1473633,Dallas,Texas,75228,2004,1/30/2002
23657,for_sale,485000,3,2,0.28,992749,Dallas,Texas,75228,2070,3/29/2017
29641,for_sale,317500,4,2,0.35,1202594,Dallas,Texas,75216,1749,
84534,for_sale,460000,2,3,0.5,1266035,Dallas,Texas,75204,1454,
1764,for_sale,924500,3,4,0.07,1017140,Dallas,Texas,75219,3707,10/30/2014
103934,for_sale,109900,2,2,0.03,691810,Dallas,Texas,75227,1110,8/23/2002
12488,for_sale,174900,2,2,0.08,1043012,Dallas,Texas,75227,1259,12/6/2012
71247,for_sale,434000,3,2,0.2,406863,Dallas,Texas,75216,1884,1/14/2021
26872,for_sale,335000,2,1,0.23,153347,Dallas,Texas,75224,1409,5/3/2021
71247,for_sale,297000,3,1,0.2,743415,Dallas,Texas,75228,1216,4/22/2013
103237,for_sale,415900,4,3,0.12,1415660,Dallas,Texas,75249,3017,9/18/2014
53465,for_sale,299900,3,2,0.17,1822696,Dallas,Texas,75217,1632,11/17/2005
62172,for_sale,375000,2,1,0.2,1560123,Dallas,Texas,75223,1278,
7614,for_sale,65000,,,0.15,829251,Dallas,Texas,75215,,
53635,for_sale,372000,3,3,0.27,882445,Dallas,Texas,75233,1802,4/25/2018
61415,for_sale,275000,4,2,0.13,310209,Dallas,Texas,75253,1545,2/17/2016
26872,for_sale,535000,2,2,0.62,1263689,Dallas,Texas,75205,1528,5/2/2017
13205,for_sale,1950000,2,3,1.54,735826,Dallas,Texas,75201,2350,
25801,for_sale,499999,3,2,0.29,808823,Dallas,Texas,75228,1744,12/15/2021
102816,for_sale,485000,4,3,0.26,806992,Dallas,Texas,75228,2954,12/22/2004
23657,for_sale,664900,3,3,0.11,62735,Dallas,Texas,75212,2135,
38164,for_sale,110000,2,1,0.23,990220,Dallas,Texas,75224,1038,
26872,for_sale,249000,1,1,1.82,1008465,Dallas,Texas,75203,1040,2/22/2007
13676,for_sale,419000,2,3,0.23,395022,Dallas,Texas,75201,1920,1/29/2015
109950,for_sale,260000,3,3,0.19,487657,Dallas,Texas,75217,2345,8/15/2017
84534,for_sale,500000,3,4,0.05,1284764,Dallas,Texas,75204,1874,4/20/2021
26551,for_sale,240000,4,2,0.16,957043,Dallas,Texas,75203,1838,
1764,for_sale,845000,3,4,,875963,Dallas,Texas,75204,2714,7/7/2003
71247,for_sale,415000,4,3,0.13,1719678,Dallas,Texas,75249,2466,1/23/2018
82016,for_sale,529000,3,2,0.21,636785,Dallas,Texas,75208,1717,9/29/2021
92845,for_sale,241900,3,2,0.1,52171,Dallas,Texas,75227,1320,5/25/1999
52874,for_sale,1675000,2,3,,495276,Dallas,Texas,75201,2645,
32239,for_sale,275000,3,1,0.19,1496154,Dallas,Texas,75224,1143,9/29/1998
93671,for_sale,225000,2,2,0.01,1222534,Dallas,Texas,75219,854,8/6/2019
109950,for_sale,1995000,4,5,0.5,1730620,Dallas,Texas,75218,4920,4/6/2011
53016,for_sale,335000,4,2,0.16,300277,Dallas,Texas,75216,1648,5/10/2021
66629,for_sale,690000,3,2,0.21,1553590,Dallas,Texas,75214,1741,4/15/2015
97762,for_sale,309000,4,3,0.17,809838,Dallas,Texas,75228,1438,1/25/2019
1764,for_sale,1399000,3,3,1.87,970393,Dallas,Texas,75201,1903,
99765,for_sale,390000,,,0.13,1583460,Dallas,Texas,75208,,
84534,for_sale,290000,3,2,0.29,585597,Dallas,Texas,75203,2082,6/15/2020
81994,for_sale,230000,3,2,0.17,1590214,Dallas,Texas,75217,1554,1/31/1986
82444,for_sale,272000,3,2,0.19,1322461,Dallas,Texas,75227,1542,5/26/1988
84534,for_sale,385000,4,2,0.16,1080512,Dallas,Texas,75212,1834,3/19/2020
71247,for_sale,290000,3,2,0.25,1712920,Dallas,Texas,75217,1390,11/9/2006
26872,for_sale,575000,4,2,0.17,1411835,Dallas,Texas,75214,2340,6/25/1993
65812,for_sale,350000,1,2,0.94,24308,Dallas,Texas,75215,1240,9/12/2008
26203,for_sale,375900,2,2,1.03,203083,Dallas,Texas,75202,1219,6/7/2019
13676,for_sale,2400000,3,3,0.57,1701251,Dallas,Texas,75218,3185,2/28/2019
71247,for_sale,310000,3,2,0.11,1265950,Dallas,Texas,75211,1402,1/6/2011
26872,for_sale,995000,4,4,0.2,569880,Dallas,Texas,75208,3220,11/19/2019
22611,for_sale,849000,3,3,0.21,31994,Dallas,Texas,75208,2215,8/15/2012
109950,for_sale,65000,,,0.16,827753,Dallas,Texas,75215,729,
33968,for_sale,50000,,,0.17,752466,Dallas,Texas,75253,,
7614,for_sale,65000,,,0.18,883958,Dallas,Texas,75215,,
1764,for_sale,2450000,5,6,0.36,1591177,Dallas,Texas,75214,7648,4/30/1990
69696,for_sale,375000,3,2,0.41,1064862,Dallas,Texas,75227,1770,10/31/2011
39299,for_sale,199900,3,2,0.18,1722647,Dallas,Texas,75217,752,7/14/1986
3876,for_sale,350000,3,2,0.13,38702,Dallas,Texas,75212,1230,
93996,for_sale,325000,3,2,0.33,1559313,Dallas,Texas,75227,1822,5/6/2019
33968,for_sale,72000,,,0.14,771776,Dallas,Texas,75203,,
7758,for_sale,424900,3,3,0.21,1679894,Dallas,Texas,75228,2146,9/19/2011
86907,for_sale,270000,3,2,0.13,1190216,Dallas,Texas,75227,1267,
52410,for_sale,299900,3,3,0.11,971473,Dallas,Texas,75215,1589,
86907,for_sale,284900,3,2,0.16,1255760,Dallas,Texas,75216,1614,
71247,for_sale,408000,3,2,0.25,1274877,Dallas,Texas,75227,2264,2/14/2014
2209,for_sale,380000,4,3,0.16,831119,Dallas,Texas,75211,2845,7/22/1994
23721,for_sale,280000,4,2,0.18,252007,Dallas,Texas,75238,1074,10/31/2002
26870,for_sale,4500000,3,3,0.3,403451,Dallas,Texas,75207,5592,
71247,for_sale,276000,3,2,0.43,87581,Dallas,Texas,75217,1650,
66919,for_sale,250000,3,2,0.09,88171,Dallas,Texas,75227,1368,
67516,for_sale,299900,3,2,0.12,1144820,Dallas,Texas,75203,1337,
64876,for_sale,85000,,,0.11,56495,Dallas,Texas,75203,,
95192,for_sale,234900,3,2,0.17,298232,Dallas,Texas,75216,1143,8/8/2011
71247,for_sale,370000,3,2,0.19,1710087,Dallas,Texas,75249,2179,10/13/2021
71247,for_sale,391000,4,2,0.2,1475143,Dallas,Texas,75249,1955,6/23/2017
33968,for_sale,999000,2,2,0.98,146204,Dallas,Texas,75202,2176,5/8/2015
102816,for_sale,215000,3,1,0.27,233039,Dallas,Texas,75217,1020,
97958,for_sale,1595000,4,7,0.21,1544304,Dallas,Texas,75214,5017,9/4/2012
31134,for_sale,600000,3,2,0.23,1346128,Dallas,Texas,75218,2078,5/12/2017
49153,for_sale,644230,3,3,0.05,811234,Dallas,Texas,75212,1933,
49153,for_sale,667450,3,4,0.04,811092,Dallas,Texas,75212,2341,
23657,for_sale,1899000,5,6,0.2,1554224,Dallas,Texas,75214,4543,7/27/2018
26870,for_sale,950000,3,3,0.3,617996,Dallas,Texas,75208,2720,8/29/2018
10260,for_sale,350000,4,2,0.19,1753205,Dallas,Texas,75217,1703,
53635,for_sale,575000,,,0.28,1058647,Dallas,Texas,75216,,
15807,for_sale,620000,3,2,0.15,578439,Dallas,Texas,75212,2061,11/24/2020
53635,for_sale,210000,1,2,0.23,395024,Dallas,Texas,75201,1324,6/23/2015
68926,for_sale,560000,4,3,0.36,878815,Dallas,Texas,75211,1904,
27982,for_sale,299000,2,2,0.45,1201161,Dallas,Texas,75219,1178,6/9/2010
103237,for_sale,199900,3,1,0.17,1303703,Dallas,Texas,75223,990,
102816,for_sale,285000,4,3,0.08,1834832,Dallas,Texas,75227,1954,10/24/2019
26870,for_sale,260000,4,2,0.17,876703,Dallas,Texas,75228,1931,7/29/2002
63323,for_sale,875000,2,2,1.51,937313,Dallas,Texas,75204,1774,3/22/2017
109987,for_sale,450000,4,3,0.33,1363747,Dallas,Texas,75227,2338,7/6/2020
71247,for_sale,360000,3,2,0.16,1710766,Dallas,Texas,75249,1635,3/6/2018
64015,for_sale,620000,3,4,0.03,502214,Dallas,Texas,75215,1999,
86907,for_sale,699000,4,3,0.08,969177,Dallas,Texas,75212,2054,7/13/2017
33713,for_sale,289000,3,2,0.32,964219,Dallas,Texas,75228,1722,12/10/2015
5488,for_sale,340000,4,2,0.17,855616,Dallas,Texas,75233,1272,6/8/1992
58765,for_sale,685000,3,4,0.03,1305182,Dallas,Texas,75206,2392,
79941,for_sale,259311,3,2,0.17,1786388,Dallas,Texas,75228,1729,
4265,for_sale,540000,2,1,0.19,1573827,Dallas,Texas,75223,1392,12/5/1996
23657,for_sale,530000,3,2,0.21,25455,Dallas,Texas,75218,1939,9/9/2020
58101,for_sale,89000,,,0.18,399201,Dallas,Texas,75216,,
44248,for_sale,749500,2,2,0.18,1360459,Dallas,Texas,75206,1865,
96202,for_sale,239900,3,2,0.18,880262,Dallas,Texas,75228,1036,
30605,for_sale,545000,3,2,0.28,469895,Dallas,Texas,75218,2424,8/1/1979
52577,for_sale,689900,4,2,0.2,1763954,Dallas,Texas,75218,2304,3/24/2016
97958,for_sale,334900,3,2,0.22,926329,Dallas,Texas,75211,1300,7/1/2019
53525,for_sale,365000,4,4,0.27,163347,Dallas,Texas,75228,2520,
26870,for_sale,255000,1,1,0.21,1180751,Dallas,Texas,75219,1243,8/4/2014
21523,for_sale,749000,3,2,0.22,1478561,Dallas,Texas,75214,1972,
36031,for_sale,299000,3,2,0.18,156197,Dallas,Texas,75232,1566,9/27/2011
21523,for_sale,749000,3,2,0.27,1508430,Dallas,Texas,75214,2222,5/31/1993
65812,for_sale,675000,3,2,0.17,1552766,Dallas,Texas,75214,1539,9/15/2020
97727,for_sale,530000,2,2,0.1,1156062,Dallas,Texas,75219,1700,9/15/2000
48835,for_sale,475000,5,4,0.51,29419,Dallas,Texas,75211,3848,9/29/2005
22036,for_sale,450000,4,3,0.19,527500,Dallas,Texas,75216,2582,
25014,for_sale,924550,5,4,0.46,1811243,Dallas,Texas,75218,3350,11/19/1996
22695,for_sale,299900,3,2,0.2,781902,Dallas,Texas,75228,1188,
74336,for_sale,449000,2,2,0.15,771875,Dallas,Texas,75204,1134,
84534,for_sale,475000,3,2,0.15,1752881,Dallas,Texas,75218,1520,7/1/2015
26227,for_sale,150000,2,1,0.26,718485,Dallas,Texas,75227,820,
48803,for_sale,350000,4,5,0.09,1255562,Dallas,Texas,75211,2021,4/1/2008
97820,for_sale,42000,,,0.08,62308,Dallas,Texas,75217,,
46114,for_sale,264900,2,2,2.01,960904,Dallas,Texas,75204,1064,4/9/2021
12029,for_sale,1350000,4,5,0.17,1345349,Dallas,Texas,75206,4083,6/28/2019
26936,for_sale,1600000,5,5,0.17,1443168,Dallas,Texas,75206,4522,3/27/2019
33968,for_sale,274985,3,2,0.18,1734902,Dallas,Texas,75217,1731,8/25/2021
24300,for_sale,1050000,5,6,0.17,177387,Dallas,Texas,75218,3425,6/7/1989
108893,for_sale,399900,3,2,0.12,852000,Dallas,Texas,75215,1889,
102816,for_sale,839000,3,3,0.1,1388127,Dallas,Texas,75206,2154,
23665,for_sale,415000,3,2,0.19,773509,Dallas,Texas,75228,1660,2/14/2020
100720,for_sale,1365000,5,5,,1276876,Dallas,Texas,75246,5000,
7419,for_sale,334000,3,2,0.17,838283,Dallas,Texas,75211,1254,6/11/2003
9616,for_sale,229999,4,2,0.31,154079,Dallas,Texas,75203,1625,4/17/2006
26872,for_sale,710000,3,4,0.04,1043085,Dallas,Texas,75204,2431,
53157,for_sale,150000,3,1,0.17,926181,Dallas,Texas,75211,852,
100366,for_sale,349900,3,1,0.22,1779341,Dallas,Texas,75212,880,9/29/2016
98269,for_sale,150000,3,1,0.17,618877,Dallas,Texas,75217,987,
48780,for_sale,450000,3,2,0.18,935214,Dallas,Texas,75228,1683,9/30/2019
47170,for_sale,265000,3,1,0.21,1180244,Dallas,Texas,75203,1476,2/7/2001
9616,for_sale,65000,,,0.17,751083,Dallas,Texas,75215,,
15807,for_sale,188900,3,1,0.18,1551307,Dallas,Texas,75227,1189,10/4/2006
99234,for_sale,375000,3,2,0.17,177454,Dallas,Texas,75218,1682,
22695,for_sale,400000,3,2,0.2,888289,Dallas,Texas,75227,2214,11/26/2003
103237,for_sale,349000,3,2,0.14,1580025,Dallas,Texas,75217,1673,2/4/2021
23665,for_sale,722900,3,4,0.04,1064213,Dallas,Texas,75219,2223,
53635,for_sale,280000,4,2,0.17,1748487,Dallas,Texas,75217,2033,2/8/2022
53635,for_sale,295000,3,3,0.06,416233,Dallas,Texas,75203,1468,5/18/2017
23657,for_sale,415000,2,2,0.03,1622953,Dallas,Texas,75214,1834,11/29/2016
23657,for_sale,1199000,4,3,0.17,1234025,Dallas,Texas,75219,2913,7/7/1999
108070,for_sale,295000,3,2,0.23,1094710,Dallas,Texas,75233,1721,8/20/2020
26870,for_sale,525000,2,2,0.17,359040,Dallas,Texas,75208,1588,
33714,for_sale,125000,,,0.67,731445,Dallas,Texas,75211,,4/18/2013
31130,for_sale,425000,2,2,0.19,1347555,Dallas,Texas,75218,1192,10/7/2016
53635,for_sale,350000,3,2,0.15,665580,Dallas,Texas,75224,1597,
31130,for_sale,950000,4,4,0.18,1401745,Dallas,Texas,75206,2654,3/9/2015
23665,for_sale,875000,3,2,0.2,1403867,Dallas,Texas,75206,2280,9/10/2013
64015,for_sale,799000,3,2,0.17,1410173,Dallas,Texas,75206,2150,6/11/2013
23700,for_sale,750000,3,2,0.24,1494149,Dallas,Texas,75214,2073,9/15/1983
23665,for_sale,799000,3,2,0.16,1356658,Dallas,Texas,75206,1678,6/1/2018
103792,for_sale,239900,4,2,0.17,682418,Dallas,Texas,75227,1364,
7598,for_sale,460000,3,2,0.17,808138,Dallas,Texas,75211,1887,10/26/2009
1764,for_sale,839000,3,2,0.37,1546995,Dallas,Texas,75214,1716,4/25/2019
45016,for_sale,248490,3,2,0.14,855154,Dallas,Texas,75215,1298,4/1/2022
13676,for_sale,640000,2,2,0.16,1423523,Dallas,Texas,75206,1455,5/31/2019
22036,for_sale,330000,3,2,0.3,742228,Dallas,Texas,75228,1625,
33968,for_sale,145000,4,1,0.17,1017836,Dallas,Texas,75215,1288,1/23/2017
33968,for_sale,216000,3,2,0.13,970895,Dallas,Texas,75215,1400,5/6/2019
71247,for_sale,443000,4,3,0.23,233876,Dallas,Texas,75218,1941,12/9/2014
53157,for_sale,250000,3,2,0.08,451906,Dallas,Texas,75223,1932,
53157,for_sale,249999,5,2,0.17,826759,Dallas,Texas,75215,1794,10/18/2012
103237,for_sale,364900,3,3,0.18,1150043,Dallas,Texas,75233,2148,8/10/2005
27412,for_sale,450000,3,2,0.15,1770293,Dallas,Texas,75203,1864,3/11/2010
53157,for_sale,249999,5,2,0.17,445667,Dallas,Texas,75215,2106,
102816,for_sale,410000,3,2,0.17,1766136,Dallas,Texas,75223,1745,7/7/2021
101326,for_sale,440000,3,3,0.32,292818,Dallas,Texas,75204,2150,9/20/2011
102816,for_sale,240000,3,2,0.17,278311,Dallas,Texas,75217,1680,2/10/2005
48779,for_sale,282000,3,2,0.12,1523716,Dallas,Texas,75236,1713,10/2/2015
20851,for_sale,589900,4,3,0.13,1036856,Dallas,Texas,75212,1797,
43460,for_sale,72500,,,0.21,624082,Dallas,Texas,75217,,
109950,for_sale,269900,4,2,0.13,1109786,Dallas,Texas,75215,1517,
29034,for_sale,8995000,4,6,1.22,813962,Dallas,Texas,75201,5666,
1764,for_sale,650000,1,2,1.23,699712,Dallas,Texas,75219,1540,12/5/2017
23721,for_sale,239900,3,2,0.17,220946,Dallas,Texas,75216,1172,
73087,for_sale,180000,3,2,0.18,1734883,Dallas,Texas,75227,1498,
23665,for_sale,489900,3,4,0.03,967892,Dallas,Texas,75204,1947,10/31/2019
13362,for_sale,675000,3,4,0.05,358636,Dallas,Texas,75212,2237,5/20/2020
48806,for_sale,1100000,4,3,0.33,155580,Dallas,Texas,75208,3266,6/12/2019
23657,for_sale,499000,3,2,0.09,1378020,Dallas,Texas,75206,1230,8/6/2014
90519,for_sale,239900,3,1,0.18,1553042,Dallas,Texas,75217,1191,3/25/2003
23665,for_sale,1649000,2,2,,902176,Dallas,Texas,75201,2385,1/24/2008
52577,for_sale,729000,3,2,0.3,1834411,Dallas,Texas,75218,2135,12/27/2017
51456,for_sale,399900,3,2,0.28,854797,Dallas,Texas,75233,1846,1/24/2022
51118,for_sale,305000,4,3,0.2,77711,Dallas,Texas,75211,1747,
23665,for_sale,1825000,4,4,0.23,1573823,Dallas,Texas,75214,3580,12/31/1992
16829,for_sale,1350000,5,4,0.18,1386788,Dallas,Texas,75206,3068,7/31/2014
52644,for_sale,580000,3,3,0.1,571711,Dallas,Texas,75208,2198,
91653,for_sale,269900,3,2,0.16,799802,Dallas,Texas,75228,1308,
26870,for_sale,475000,,,0.18,1410701,Dallas,Texas,75206,,
66933,for_sale,215000,3,3,0.08,1501898,Dallas,Texas,75217,1591,11/15/2007
22695,for_sale,350000,3,2,0.17,1789997,Dallas,Texas,75208,1568,8/30/2004
84534,for_sale,179999,3,2,0.17,810989,Dallas,Texas,75227,1008,10/30/2013
109950,for_sale,100000,,,0.38,1138082,Dallas,Texas,75236,,
53342,for_sale,549000,3,4,0.03,207346,Dallas,Texas,75215,2153,8/27/2018
70999,for_sale,290000,3,2,0.23,1479664,Dallas,Texas,75249,1439,11/8/2019
71697,for_sale,599999,3,2,0.16,52776,Dallas,Texas,75208,1873,
53465,for_sale,665000,3,3,0.3,1603927,Dallas,Texas,75214,2783,7/27/2011
31934,for_sale,250000,3,2,0.18,903770,Dallas,Texas,75228,1220,1/21/2015
1764,for_sale,599000,2,3,0.07,1093898,Dallas,Texas,75206,1688,7/26/2016
23657,for_sale,1449000,4,3,0.24,1527379,Dallas,Texas,75214,2404,2/25/2022
103237,for_sale,178999,3,2,0.2,1020022,Dallas,Texas,75223,1120,4/13/1998
80909,for_sale,152999,3,2,,1270178,Dallas,Texas,75236,1050,5/26/2004
109950,for_sale,255000,3,2,0.14,1277459,Dallas,Texas,75215,1360,
33351,for_sale,85500,2,1,0.14,1061614,Dallas,Texas,75210,1048,
102816,for_sale,349995,3,2,0.17,635309,Dallas,Texas,75208,1726,
102816,for_sale,350000,3,2,0.17,1485261,Dallas,Texas,75217,1800,
78465,for_sale,285000,4,2,0.18,1755987,Dallas,Texas,75217,2166,
17520,for_sale,250000,3,2,0.19,170726,Dallas,Texas,75218,1126,2/8/1994
53110,for_sale,375000,3,2,0.17,231176,Dallas,Texas,75208,1040,2/16/2015
23991,for_sale,219000,3,2,0.14,1722444,Dallas,Texas,75217,1024,
97958,for_sale,225000,3,1,0.19,63632,Dallas,Texas,75228,1076,2/21/2017
31125,for_sale,284900,3,2,0.18,1734658,Dallas,Texas,75238,1128,
99234,for_sale,499999,,,0.15,874094,Dallas,Texas,75210,3447,6/22/2017
53157,for_sale,338000,3,2,0.17,725556,Dallas,Texas,75208,1440,10/26/2021
48832,for_sale,599000,4,3,0.24,1020893,Dallas,Texas,75233,2363,
29722,for_sale,469000,3,2,0.28,811842,Dallas,Texas,75233,1971,8/21/2018
97954,for_sale,159900,,,0.82,1730276,Dallas,Texas,75217,,
12303,for_sale,290000,4,2,0.13,1274378,Dallas,Texas,75210,1540,
52874,for_sale,350000,3,2,0.2,1430650,Dallas,Texas,75227,1843,10/6/2010
44642,for_sale,215000,3,1,0.29,170967,Dallas,Texas,75218,1080,
66933,for_sale,215000,3,2,0.17,1264751,Dallas,Texas,75223,1288,6/2/2005
52644,for_sale,575000,3,4,0.06,1265432,Dallas,Texas,75219,2102,2/5/2019
71541,for_sale,259900,4,2,0.12,855842,Dallas,Texas,75210,1530,
31189,for_sale,369900,4,2,0.15,1188212,Dallas,Texas,75203,1493,5/24/2021
66677,for_sale,289900,3,2,0.14,1792041,Dallas,Texas,75217,1591,12/2/2002
40593,for_sale,849000,3,2,0.23,1552400,Dallas,Texas,75214,2198,3/11/1996
90929,for_sale,495000,3,3,0.24,1552234,Dallas,Texas,75236,2613,8/10/2020
33968,for_sale,235000,3,2,0.17,1823133,Dallas,Texas,75217,1229,1/14/2016
15807,for_sale,200000,3,1,0.21,754777,Dallas,Texas,75228,1171,
51525,for_sale,335000,4,3,0.17,1322565,Dallas,Texas,75227,1926,
53079,for_sale,1379500,4,4,0.17,1505842,Dallas,Texas,75214,4329,12/22/2014
65056,for_sale,299900,3,1,1.78,146966,Dallas,Texas,75253,918,
27980,for_sale,450000,2,2,,1014200,Dallas,Texas,75204,1553,1/21/2015
12234,for_sale,249900,4,1,0.18,176957,Dallas,Texas,75218,1587,
61415,for_sale,549990,4,3,0.2,1398782,Dallas,Texas,75214,2655,7/31/1991
1757,for_sale,649900,3,2,0.17,1472877,Dallas,Texas,75214,1645,5/18/2000
71247,for_sale,706000,2,2,0.29,1493021,Dallas,Texas,75214,1854,4/26/2005
68926,for_sale,370000,4,2,0.17,140303,Dallas,Texas,75208,804,
109060,for_sale,399900,4,2,0.16,575955,Dallas,Texas,75224,2562,
102816,for_sale,499900,3,3,0.16,753896,Dallas,Texas,75224,1800,
33714,for_sale,180000,4,2,0.18,1373946,Dallas,Texas,75210,1116,9/10/2020
53157,for_sale,170000,2,1,0.32,148131,Dallas,Texas,75217,896,7/8/1999
81645,for_sale,250000,3,2,0.11,1022775,Dallas,Texas,75228,1318,4/17/2009
23657,for_sale,1899000,5,5,0.23,1542577,Dallas,Texas,75214,4482,5/18/2010
23665,for_sale,1399000,3,4,0.17,1128285,Dallas,Texas,75219,3310,5/28/2015
53157,for_sale,400000,3,2,0.17,807995,Dallas,Texas,75211,1631,2/10/2021
97958,for_sale,1299900,4,4,0.23,1199978,Dallas,Texas,75218,3450,4/8/2021
31710,for_sale,260000,4,2,0.17,,Dallas,Texas,75228,1208,8/24/2021
73577,for_sale,1599000,4,4,0.18,1399268,Dallas,Texas,75206,3706,
26910,for_sale,185000,3,1,0.22,717051,Dallas,Texas,75215,1324,
53635,for_sale,465000,1,2,0.96,709663,Dallas,Texas,75201,1657,8/23/2018
104648,for_sale,372000,3,2,0.2,1344993,Dallas,Texas,75227,1879,
58460,for_sale,214990,3,2,0.22,878986,Dallas,Texas,75227,1222,2/8/2022
53342,for_sale,215000,3,2,0.18,878370,Dallas,Texas,75228,1272,
65812,for_sale,595000,2,3,0.03,1250352,Dallas,Texas,75204,1788,3/9/2020
26201,for_sale,275000,4,2,0.17,833864,Dallas,Texas,75216,1613,1/6/2022
62172,for_sale,150000,3,1,0.17,458017,Dallas,Texas,75215,1568,
31139,for_sale,415000,5,3,0.12,1096715,Dallas,Texas,75212,2023,5/17/2019
23657,for_sale,499000,3,3,0.07,1461507,Dallas,Texas,75214,2389,2/9/2016
31140,for_sale,540000,3,3,0.05,1329284,Dallas,Texas,75226,2297,5/29/2015
33968,for_sale,375000,3,2,0.16,1479595,Dallas,Texas,75208,1426,5/4/2017
