brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
76754,for_sale,250000,3,1,0.16,188586,Dallas,Texas,75218,1080,
7614,for_sale,65000,,,0.11,1247649,Dallas,Texas,75215,,11/9/2006
1764,for_sale,2200000,3,4,0.2,1094789,Dallas,Texas,75205,2766,11/21/2014
86907,for_sale,280000,3,2,0.21,155397,Dallas,Texas,75218,1268,5/2/2002
102838,for_sale,249500,3,2,0.14,224890,Dallas,Texas,75203,1126,12/20/2021
41897,for_sale,145000,1,1,6.61,1292025,Dallas,Texas,75219,665,5/8/1996
31137,for_sale,699900,3,3,0.22,1459990,Dallas,Texas,75218,2203,9/6/2007
22695,for_sale,400000,3,2,0.21,1827494,Dallas,Texas,75228,1908,12/31/2014
23665,for_sale,329000,2,1,0.14,830797,Dallas,Texas,75211,1056,9/6/2007
103792,for_sale,209900,3,2,0.18,1702475,Dallas,Texas,75217,1000,
86907,for_sale,128999,,,0.17,1300431,Dallas,Texas,75212,,
23657,for_sale,949000,3,3,0.15,1498225,Dallas,Texas,75214,2761,6/28/1996
82661,for_sale,1200000,4,5,0.17,1613325,Dallas,Texas,75214,3100,12/4/2014
36626,for_sale,985000,4,2,0.01,1153564,Dallas,Texas,75219,3155,
58460,for_sale,372000,4,3,0.12,1441504,Dallas,Texas,75249,2071,6/25/2018
33968,for_sale,249900,3,2,0.28,885183,Dallas,Texas,75227,1389,10/31/2008
71247,for_sale,404000,3,3,0.17,853720,Dallas,Texas,75211,1459,10/26/2020
97958,for_sale,390000,2,1,0.18,1734879,Dallas,Texas,75218,984,8/20/2018
26910,for_sale,799000,3,4,0.21,1553162,Dallas,Texas,75214,2920,3/16/1980
71247,for_sale,400000,3,2,0.17,840291,Dallas,Texas,75228,1458,1/5/2017
97874,for_sale,179000,3,1,0.23,1098918,Dallas,Texas,75212,1193,3/19/1996
103792,for_sale,169800,2,1,0.18,1734143,Dallas,Texas,75217,696,7/9/2021
13676,for_sale,1850000,5,5,0.18,1558863,Dallas,Texas,75214,4949,5/23/2019
22611,for_sale,315000,3,2,0.14,1573380,Dallas,Texas,75227,1857,1/24/2022
22036,for_sale,390000,4,3,0.11,1408893,Dallas,Texas,75249,2864,11/7/2019
53157,for_sale,230000,3,1,0.17,1005597,Dallas,Texas,75224,1200,
109987,for_sale,195000,3,1,0.18,241149,Dallas,Texas,75216,1379,
26936,for_sale,1750000,4,5,0.26,1736049,Dallas,Texas,75218,3573,6/2/2000
71247,for_sale,798000,2,2,0.16,1475572,Dallas,Texas,75214,1650,6/23/2014
13676,for_sale,349000,2,2,0.28,451116,Dallas,Texas,75215,1486,5/18/2018
26910,for_sale,525000,3,2,0.19,1507547,Dallas,Texas,75214,1667,
38164,for_sale,100000,,,0.17,79672,Dallas,Texas,75228,,2/1/2016
43122,for_sale,625000,3,2,0.17,1561626,Dallas,Texas,75214,1760,10/2/1980
7419,for_sale,339900,3,2,0.12,776552,Dallas,Texas,75212,1546,11/14/2003
15807,for_sale,439900,2,3,1.03,203073,Dallas,Texas,75202,1551,8/26/2014
31131,for_sale,225000,,,0.25,857495,Dallas,Texas,75228,,
85177,for_sale,360000,4,3,0.18,411867,Dallas,Texas,75203,2080,
26565,for_sale,399000,2,1,0.18,1741149,Dallas,Texas,75218,976,12/1/1992
33968,for_sale,260000,2,2,0.15,632981,Dallas,Texas,75212,768,
71982,for_sale,1790000,,,0.21,1074876,Dallas,Texas,75204,5600,
58460,for_sale,799000,3,2,0.35,1530057,Dallas,Texas,75214,2128,12/27/2012
81247,for_sale,629000,3,2,0.17,63479,Dallas,Texas,75218,1832,7/23/2003
71247,for_sale,337000,4,3,0.16,1301210,Dallas,Texas,75227,1483,5/13/1997
23665,for_sale,1450000,4,4,0.18,1494498,Dallas,Texas,75214,3491,4/30/2013
59944,for_sale,315000,3,2,0.13,1592132,Dallas,Texas,75211,1077,7/13/1999
23665,for_sale,1100000,3,2,0.18,1362264,Dallas,Texas,75206,2411,8/11/2015
26870,for_sale,1119000,2,3,1.23,699713,Dallas,Texas,75219,2558,7/20/2015
70677,for_sale,439900,3,2,0.18,1729200,Dallas,Texas,75228,1911,6/4/2020
71982,for_sale,2550000,,,0.36,1434217,Dallas,Texas,75206,9024,
64015,for_sale,610000,3,4,0.03,503616,Dallas,Texas,75215,1999,
25902,for_sale,320490,3,2,,400486,Dallas,Texas,75253,1532,
64015,for_sale,620000,3,4,0.03,506573,Dallas,Texas,75215,1999,
23657,for_sale,674900,3,3,0.08,1797919,Dallas,Texas,75212,2158,
23657,for_sale,679900,4,2,0.11,138903,Dallas,Texas,75212,1992,
31145,for_sale,85000,2,2,0.21,1509020,Dallas,Texas,75217,1148,6/14/1991
53342,for_sale,339900,3,3,0.49,340851,Dallas,Texas,75203,2778,2/6/2020
27979,for_sale,899000,4,4,0.19,1302044,Dallas,Texas,75214,3694,9/10/2014
26872,for_sale,269000,3,2,0.31,780506,Dallas,Texas,75233,1827,4/9/2003
26870,for_sale,339500,3,2,0.22,288062,Dallas,Texas,75218,1316,
81936,for_sale,625000,5,5,0.2,773440,Dallas,Texas,75204,2500,1/5/2022
75591,for_sale,350000,3,3,0.17,1422424,Dallas,Texas,75227,2006,8/25/2016
13676,for_sale,395000,2,1,0.17,1753847,Dallas,Texas,75218,774,
79368,for_sale,300000,3,2,0.13,1550765,Dallas,Texas,75236,1350,2/5/2020
26872,for_sale,445000,3,3,0.17,343348,Dallas,Texas,75208,1526,12/11/2012
45016,for_sale,219990,3,2,0.09,1095587,Dallas,Texas,75215,1090,
45016,for_sale,219990,3,2,0.1,1094557,Dallas,Texas,75215,1090,
23665,for_sale,875000,3,3,0.18,1378037,Dallas,Texas,75206,2364,9/10/2012
64457,for_sale,176500,4,2,0.16,805951,Dallas,Texas,75224,1980,4/22/2021
53157,for_sale,320000,3,3,0.15,1270156,Dallas,Texas,75227,2016,1/30/2019
96201,for_sale,260000,3,1,0.2,611084,Dallas,Texas,75224,954,6/15/2005
81852,for_sale,270000,3,2,0.14,1172830,Dallas,Texas,75227,1334,5/29/1987
26227,for_sale,349990,4,2,0.14,1435501,Dallas,Texas,75249,1955,9/29/2009
103237,for_sale,150000,3,1,0.18,851909,Dallas,Texas,75228,1102,
25014,for_sale,649000,3,2,0.31,1303397,Dallas,Texas,75214,2033,9/20/2001
52823,for_sale,260000,4,2,0.12,909779,Dallas,Texas,75233,1560,3/4/2013
13676,for_sale,263500,3,2,0.21,990124,Dallas,Texas,75227,1928,6/16/1999
109987,for_sale,180000,3,1,0.11,1275565,Dallas,Texas,75210,1044,4/9/2021
23657,for_sale,435000,2,3,0.31,1420800,Dallas,Texas,75206,1395,1/12/2018
2209,for_sale,599000,3,2,0.17,1776692,Dallas,Texas,75208,1308,
38637,for_sale,299950,3,3,0.16,878959,Dallas,Texas,75211,1048,5/6/2002
13676,for_sale,528000,3,2,0.21,1604368,Dallas,Texas,75214,1712,8/1/1979
40435,for_sale,299900,3,2,0.17,880260,Dallas,Texas,75228,1188,6/25/2001
58460,for_sale,350000,2,1,0.16,1487762,Dallas,Texas,75208,1458,
23657,for_sale,549000,3,2,0.19,1603103,Dallas,Texas,75214,1687,3/7/2012
26872,for_sale,360000,2,1,0.17,803140,Dallas,Texas,75211,1276,5/27/2015
26872,for_sale,735000,2,2,0.27,1804899,Dallas,Texas,75208,2190,6/19/2001
23657,for_sale,765000,3,2,0.16,1432097,Dallas,Texas,75206,1630,10/26/2020
29034,for_sale,749900,3,3,0.36,1361512,Dallas,Texas,75224,2368,11/11/2020
23665,for_sale,1699000,4,4,0.16,1178288,Dallas,Texas,75219,3494,3/13/2020
13676,for_sale,209900,1,2,0.02,1356116,Dallas,Texas,75206,837,1/26/2021
26869,for_sale,900000,4,4,0.18,1552351,Dallas,Texas,75214,2375,12/23/2014
109950,for_sale,1245000,4,4,0.17,1506796,Dallas,Texas,75214,4100,2/23/2005
12303,for_sale,183000,3,2,0.14,1095263,Dallas,Texas,75210,1158,12/7/2004
12488,for_sale,189000,3,1,0.09,1274850,Dallas,Texas,75210,744,
58765,for_sale,379000,2,2,0.1,1399510,Dallas,Texas,75214,1777,7/21/2015
22611,for_sale,149900,3,1,0.15,1061677,Dallas,Texas,75211,932,3/1/1981
102169,for_sale,420000,4,4,0.17,1576847,Dallas,Texas,75227,3268,
13676,for_sale,599000,3,4,0.05,499583,Dallas,Texas,75206,1937,7/15/2019
9995,for_sale,278900,3,3,0.18,768957,Dallas,Texas,75228,1359,1/20/1999
31127,for_sale,439900,2,3,0.03,41869,Dallas,Texas,75204,1874,11/8/2018
109950,for_sale,324999,3,2,0.16,781864,Dallas,Texas,75211,1316,12/23/2021
71247,for_sale,355000,3,2,0.13,1703243,Dallas,Texas,75236,1545,12/19/2019
29641,for_sale,274900,3,2,0.17,623635,Dallas,Texas,75217,1515,11/7/2000
53157,for_sale,199990,2,1,0.34,1289397,Dallas,Texas,75211,700,
97820,for_sale,69000,,,0.09,1154008,Dallas,Texas,75203,,
102604,for_sale,219900,3,1,0.23,811123,Dallas,Texas,75228,936,3/7/2022
27963,for_sale,349900,4,2,0.19,63175,Dallas,Texas,75228,1621,4/13/2021
15807,for_sale,210000,3,2,0.22,709256,Dallas,Texas,75211,1492,12/7/2001
97820,for_sale,139000,2,2,0.17,809059,Dallas,Texas,75211,1099,
42317,for_sale,250000,4,2,0.17,862314,Dallas,Texas,75237,1903,
109987,for_sale,225000,3,2,0.12,1235977,Dallas,Texas,75211,1276,10/6/1998
75464,for_sale,650000,5,3,0.73,1180910,Dallas,Texas,75253,3276,7/5/2005
33714,for_sale,179000,2,1,0.15,806970,Dallas,Texas,75215,729,
99234,for_sale,725000,3,4,0.05,1158343,Dallas,Texas,75219,2984,8/28/2014
33968,for_sale,599000,2,2,0.15,1443160,Dallas,Texas,75206,1692,8/5/2020
23665,for_sale,800000,2,4,0.04,886513,Dallas,Texas,75204,2501,8/6/2020
74787,for_sale,400000,3,2,0.17,1196364,Dallas,Texas,75204,1400,
71366,for_sale,227000,4,2,0.21,1477620,Dallas,Texas,75217,1280,
92302,for_sale,489000,1,2,1.31,895303,Dallas,Texas,75201,952,10/18/2018
109950,for_sale,250000,3,2,0.16,394569,Dallas,Texas,75217,1110,
7614,for_sale,50000,,,0.06,742281,Dallas,Texas,75215,,
98902,for_sale,379900,3,3,0.19,1614013,Dallas,Texas,75227,2000,10/30/1996
44642,for_sale,750000,3,2,0.16,1423057,Dallas,Texas,75206,1608,4/25/2014
9889,for_sale,748888,4,4,0.19,1453846,Dallas,Texas,75208,3056,5/9/2006
26870,for_sale,285000,3,2,0.19,74255,Dallas,Texas,75228,1203,9/11/2018
9616,for_sale,285000,3,3,0.06,1341898,Dallas,Texas,75241,1647,
58460,for_sale,887500,3,2,0.28,1398587,Dallas,Texas,75218,2588,5/27/2015
23657,for_sale,999000,4,3,0.16,1519058,Dallas,Texas,75214,2361,10/29/2013
86150,for_sale,100000,2,2,0.17,1079084,Dallas,Texas,75210,987,
13676,for_sale,15000000,4,6,,507611,Dallas,Texas,75201,11115,
81247,for_sale,150000,2,1,0.21,1623189,Dallas,Texas,75217,864,1/3/2007
96201,for_sale,219900,4,2,0.17,877692,Dallas,Texas,75211,1440,
71982,for_sale,1800000,,,0.14,989755,Dallas,Texas,75204,3652,
13676,for_sale,3400000,2,3,,1196135,Dallas,Texas,75205,2511,
15996,for_sale,274900,3,2,0.17,1705468,Dallas,Texas,75203,1256,
15901,for_sale,220000,4,2,0.11,1149633,Dallas,Texas,75215,1304,10/21/1983
71247,for_sale,610000,4,3,0.23,1549814,Dallas,Texas,75236,3810,8/29/2016
3876,for_sale,220000,3,2,0.14,1173584,Dallas,Texas,75212,1056,3/2/2021
23657,for_sale,799900,3,2,0.18,1375717,Dallas,Texas,75206,2013,10/26/1988
42779,for_sale,429900,,,0.14,1463026,Dallas,Texas,75206,,5/4/2021
42779,for_sale,429900,,,0.14,1464585,Dallas,Texas,75206,,
26870,for_sale,995000,4,6,0.17,1495727,Dallas,Texas,75214,3357,5/31/2013
71247,for_sale,444000,2,3,0.03,1110920,Dallas,Texas,75204,1427,
103237,for_sale,235000,3,2,0.1,450858,Dallas,Texas,75253,1419,8/24/1999
33306,for_sale,298900,3,2,0.2,158241,Dallas,Texas,75218,1248,3/29/1999
44805,for_sale,875000,3,3,0.43,41159,Dallas,Texas,75223,2499,6/3/2003
71697,for_sale,400000,4,2,0.17,802656,Dallas,Texas,75228,1910,
33714,for_sale,475000,3,2,0.22,1729936,Dallas,Texas,75218,1628,11/19/2014
13732,for_sale,310000,2,2,0.15,1571915,Dallas,Texas,75223,1080,
71247,for_sale,272000,3,1,0.18,805752,Dallas,Texas,75228,1111,
14403,for_sale,399000,4,2,0.17,395853,Dallas,Texas,75224,1377,7/6/2010
51456,for_sale,239000,3,2,0.32,1076520,Dallas,Texas,75227,1116,1/13/2022
31142,for_sale,349900,4,3,0.18,855258,Dallas,Texas,75228,2175,9/15/1999
15807,for_sale,1495000,5,5,0.17,1503462,Dallas,Texas,75214,4317,9/5/2019
26872,for_sale,425000,4,3,0.2,1412785,Dallas,Texas,75227,1956,9/11/2018
13676,for_sale,869000,1,2,,495278,Dallas,Texas,75201,1264,
13676,for_sale,339900,2,2,3.54,996586,Dallas,Texas,75219,1162,5/24/2019
12303,for_sale,349000,4,1,0.16,448178,Dallas,Texas,75224,1458,4/24/2020
106194,for_sale,235000,3,1,0.16,348325,Dallas,Texas,75216,1350,4/7/2004
12303,for_sale,379900,4,4,0.22,1111251,Dallas,Texas,75224,2090,4/6/2020
53342,for_sale,450000,4,2,0.21,122806,Dallas,Texas,75218,1753,
51456,for_sale,410000,2,3,0.04,701319,Dallas,Texas,75204,1744,2/25/2014
23665,for_sale,545000,3,2,0.17,1542551,Dallas,Texas,75214,1510,10/29/2019
1764,for_sale,749000,3,2,0.23,1503570,Dallas,Texas,75214,1842,12/19/2016
25902,for_sale,322490,4,2,,401575,Dallas,Texas,75253,1836,
29034,for_sale,230000,3,1,0.17,1575933,Dallas,Texas,75223,1307,
101511,for_sale,255000,3,2,0.14,746793,Dallas,Texas,75217,1028,4/6/2000
26870,for_sale,320000,3,2,0.25,860048,Dallas,Texas,75224,1712,4/18/2016
10260,for_sale,182900,3,1,0.2,1657796,Dallas,Texas,75217,1424,5/5/2005
53635,for_sale,315000,3,3,0.13,357705,Dallas,Texas,75253,1946,5/17/2017
5461,for_sale,463900,5,3,0.17,1278255,Dallas,Texas,75227,3717,7/1/2011
33968,for_sale,549900,4,4,0.23,1544884,Dallas,Texas,75236,3475,
53157,for_sale,994998,5,4,1,863498,Dallas,Texas,75227,6464,9/29/2021
71247,for_sale,357000,3,2,0.13,375717,Dallas,Texas,75253,1604,6/12/2019
26227,for_sale,775000,2,2,0.22,1482612,Dallas,Texas,75214,1515,1/14/2020
26872,for_sale,399000,3,4,2.53,1248106,Dallas,Texas,75219,2036,11/3/2016
43460,for_sale,90000,,,0.17,640983,Dallas,Texas,75253,,
26872,for_sale,850000,3,4,0.05,876011,Dallas,Texas,75219,2949,11/27/2000
36341,for_sale,495000,3,2,0.28,1743033,Dallas,Texas,75238,2070,1/2/2002
53635,for_sale,1100000,4,2,0.18,1472842,Dallas,Texas,75214,2545,7/17/2020
31134,for_sale,39000,,,0.07,882553,Dallas,Texas,75215,,
27412,for_sale,779900,3,2,0.19,1525511,Dallas,Texas,75214,1743,5/26/2016
84714,for_sale,500000,4,3,0.19,801637,Dallas,Texas,75228,2073,7/2/2021
31134,for_sale,79000,,,0.46,867993,Dallas,Texas,75216,,
11310,for_sale,869900,3,3,0.65,1814002,Dallas,Texas,75228,2578,4/6/2017
88365,for_sale,899000,7,3,0.12,993311,Dallas,Texas,75212,3478,
26870,for_sale,945000,3,3,0.17,1423013,Dallas,Texas,75206,2149,10/8/2009
26558,for_sale,832000,2,2,1.23,699714,Dallas,Texas,75219,1807,3/3/2015
13676,for_sale,1750000,6,6,0.08,1176369,Dallas,Texas,75204,4700,
45016,for_sale,630000,3,3,0.18,1558825,Dallas,Texas,75236,3081,5/18/2021
23657,for_sale,619900,3,4,0.03,1304179,Dallas,Texas,75206,2231,
9174,for_sale,200000,3,2,1.28,406557,Dallas,Texas,75253,1650,
71697,for_sale,139000,3,1,0.17,940883,Dallas,Texas,75216,1032,
467,for_sale,149999,2,1,0.16,717562,Dallas,Texas,75216,1176,
22611,for_sale,219900,3,2,0.17,877646,Dallas,Texas,75216,1194,
20851,for_sale,125999,2,1,0.19,1198896,Dallas,Texas,75216,757,12/18/2001
48786,for_sale,199500,2,2,0.19,1115216,Dallas,Texas,75241,1129,
71247,for_sale,283000,3,2,0.18,505980,Dallas,Texas,75217,1717,8/17/1985
53249,for_sale,350000,4,3,0.17,1719553,Dallas,Texas,75249,2446,2/21/2008
42229,for_sale,699000,4,5,3.52,711357,Dallas,Texas,75201,3200,2/2/2021
78465,for_sale,300000,3,2,0.13,616893,Dallas,Texas,75212,1200,12/1/2017
41897,for_sale,575000,2,3,0.05,705920,Dallas,Texas,75201,2236,3/9/2016
1764,for_sale,650000,3,4,0.05,1149519,Dallas,Texas,75219,2033,9/29/2015
13676,for_sale,700000,3,4,0.04,1237602,Dallas,Texas,75219,2748,5/25/1999
103237,for_sale,400000,3,2,0.2,109242,Dallas,Texas,75238,1980,
23657,for_sale,735000,3,3,0.33,325311,Dallas,Texas,75218,2402,4/18/2016
109950,for_sale,267000,3,2,0.14,1109979,Dallas,Texas,75210,,
84223,for_sale,419999,5,3,0.17,351724,Dallas,Texas,75253,2570,8/6/2019
78465,for_sale,600000,3,3,0.24,1512752,Dallas,Texas,75214,2003,6/25/2019
23657,for_sale,475000,3,2,0.19,81059,Dallas,Texas,75218,1780,5/16/2017
16829,for_sale,875000,4,3,0.17,1547244,Dallas,Texas,75214,2292,4/5/2012
79941,for_sale,499000,2,3,0.03,534066,Dallas,Texas,75204,1596,
23664,for_sale,230000,2,1,0.1,1627075,Dallas,Texas,75208,1160,6/10/1993
61415,for_sale,279900,3,3,0.13,304185,Dallas,Texas,75253,2249,9/16/2008
31142,for_sale,225000,3,2,0.19,72824,Dallas,Texas,75217,1218,
26870,for_sale,359000,3,2,0.18,193705,Dallas,Texas,75218,1200,5/15/2020
48786,for_sale,240000,3,2,0.17,61375,Dallas,Texas,75217,1118,9/2/1999
33714,for_sale,155000,2,1,0.17,811952,Dallas,Texas,75241,734,10/8/2021
99234,for_sale,499900,5,3,0.4,308092,Dallas,Texas,75217,3403,3/13/2007
96201,for_sale,165000,4,1,0.12,809144,Dallas,Texas,75215,1332,
81604,for_sale,339999,3,2,0.62,678942,Dallas,Texas,75253,1800,
33714,for_sale,435000,3,3,0.07,1056524,Dallas,Texas,75236,1913,8/27/2020
12303,for_sale,280000,2,2,0.17,412411,Dallas,Texas,75216,1312,
84534,for_sale,395000,2,2,0.05,1457626,Dallas,Texas,75206,1454,9/30/2015
71247,for_sale,275000,3,2,0.17,689941,Dallas,Texas,75203,1250,
71247,for_sale,756000,3,3,0.14,1341425,Dallas,Texas,75206,1804,
31133,for_sale,499000,2,1,0.08,963872,Dallas,Texas,75212,630,
23224,for_sale,385000,3,2,0.3,857415,Dallas,Texas,75228,1496,3/19/2004
66677,for_sale,215000,3,2,0.1,1207269,Dallas,Texas,75203,1250,
98902,for_sale,649000,4,3,0.08,968522,Dallas,Texas,75212,2175,
26872,for_sale,311000,,,0.17,27069,Dallas,Texas,75208,,
102816,for_sale,279900,3,2,0.17,962193,Dallas,Texas,75224,1615,6/2/1984
67374,for_sale,450000,2,2,0.21,1385043,Dallas,Texas,75214,1914,7/6/2018
109950,for_sale,239000,3,2,0.17,839596,Dallas,Texas,75228,1500,12/29/2016
48839,for_sale,299900,4,2,0.16,835387,Dallas,Texas,75211,1462,2/15/2022
33968,for_sale,615000,5,4,0.4,1155788,Dallas,Texas,75228,3415,
93996,for_sale,230000,3,2,0.11,1123889,Dallas,Texas,75215,1090,
84534,for_sale,495000,4,3,0.23,1042333,Dallas,Texas,75233,2107,8/1/2019
51118,for_sale,449900,3,2,0.24,780020,Dallas,Texas,75228,2184,12/7/1993
15807,for_sale,350000,3,2,0.18,964675,Dallas,Texas,75228,1325,3/7/2002
22695,for_sale,380000,4,2,0.35,202859,Dallas,Texas,75216,1834,5/17/2021
22611,for_sale,650000,3,2,0.15,1323671,Dallas,Texas,75223,1676,10/25/2012
15807,for_sale,549900,3,2,0.17,1506887,Dallas,Texas,75214,1703,3/11/2013
42612,for_sale,580000,3,2,0.18,1602203,Dallas,Texas,75214,2135,1/2/2003
53465,for_sale,500000,3,2,0.23,82819,Dallas,Texas,75218,1552,3/28/2017
26872,for_sale,998000,4,4,0.36,225597,Dallas,Texas,75208,3253,4/30/2013
26870,for_sale,985000,4,3,0.17,1219689,Dallas,Texas,75219,2938,6/24/2014
13761,for_sale,3995000,5,7,0.38,1600047,Dallas,Texas,75214,6010,7/24/2020
22695,for_sale,919000,3,3,0.2,1592252,Dallas,Texas,75223,2412,3/7/2018
53465,for_sale,585000,3,2,0.13,1454510,Dallas,Texas,75206,1310,4/30/1996
26872,for_sale,725000,3,3,0.12,555476,Dallas,Texas,75208,3110,11/21/2017
13676,for_sale,750000,3,3,0.09,1411709,Dallas,Texas,75206,2782,1/11/2018
22695,for_sale,575000,3,2,0.17,182973,Dallas,Texas,75218,1581,9/26/2017
98391,for_sale,599000,8,12,0.23,1673852,Dallas,Texas,75227,4960,
34740,for_sale,135000,4,1,0.17,26829,Dallas,Texas,75228,1128,12/28/2009
78465,for_sale,230000,3,2,0.13,1216364,Dallas,Texas,75203,848,
19419,for_sale,369999,4,3,0.16,1550828,Dallas,Texas,75217,2780,10/22/2001
33968,for_sale,215000,3,1,0.17,1500850,Dallas,Texas,75224,1347,4/24/2017
33968,for_sale,256885,4,2,0.19,1833362,Dallas,Texas,75217,1394,3/23/2022
33714,for_sale,420000,5,4,0.23,1734080,Dallas,Texas,75249,3299,7/7/2016
31145,for_sale,174900,2,1,0.28,854889,Dallas,Texas,75227,1000,6/17/2010
53635,for_sale,348800,3,3,0.21,489136,Dallas,Texas,75232,1730,9/18/2018
109950,for_sale,249000,3,2,0.2,860625,Dallas,Texas,75224,1302,9/13/2016
52863,for_sale,270000,3,2,0.11,343069,Dallas,Texas,75203,1313,10/17/2019
103237,for_sale,525000,3,2,0.17,1474432,Dallas,Texas,75208,1450,
64457,for_sale,279900,3,1,0.2,801810,Dallas,Texas,75211,1258,
33968,for_sale,310000,4,2,0.28,1423307,Dallas,Texas,75241,1727,
26936,for_sale,649000,3,3,0.16,1387258,Dallas,Texas,75206,1704,6/15/2017
71247,for_sale,432000,3,2,0.2,773413,Dallas,Texas,75228,1674,10/29/2013
31142,for_sale,425000,2,1,0.29,1786626,Dallas,Texas,75218,1279,3/3/2005
53635,for_sale,400000,2,2,0.94,24310,Dallas,Texas,75215,1198,12/4/2014
26872,for_sale,479000,3,3,0.03,666071,Dallas,Texas,75208,1554,
1764,for_sale,679000,4,3,0.17,616958,Dallas,Texas,75206,1620,4/2/2003
22611,for_sale,549999,2,3,0.03,290705,Dallas,Texas,75204,2029,9/7/2018
86907,for_sale,430000,4,2,0.17,359169,Dallas,Texas,75216,1835,
1764,for_sale,749000,3,2,0.17,1457660,Dallas,Texas,75206,1624,12/3/2012
52823,for_sale,430000,4,2,0.16,346023,Dallas,Texas,75216,1901,
33968,for_sale,999000,4,3,0.17,1478596,Dallas,Texas,75214,2788,11/17/2009
109950,for_sale,635000,3,3,0.18,1412366,Dallas,Texas,75214,2000,
103237,for_sale,120000,3,2,0.13,882027,Dallas,Texas,75215,1248,
78465,for_sale,230000,4,2,0.14,1719215,Dallas,Texas,75217,1189,
8819,for_sale,350000,2,2,0.17,1412752,Dallas,Texas,75214,1102,12/30/2005
78465,for_sale,175000,3,2,0.07,616133,Dallas,Texas,75217,1084,
23665,for_sale,210000,1,1,,1334089,Dallas,Texas,75202,845,3/22/2018
29722,for_sale,299000,3,2,0.31,969091,Dallas,Texas,75233,1844,4/17/2001
52823,for_sale,300000,2,2,0.14,864517,Dallas,Texas,75211,1056,6/18/2021
31132,for_sale,475950,3,2,0.19,104262,Dallas,Texas,75218,1713,
1764,for_sale,795000,3,3,0.19,1400972,Dallas,Texas,75206,1888,10/31/2019
31130,for_sale,435000,3,1,0.19,1352804,Dallas,Texas,75218,1152,1/6/1984
48806,for_sale,450000,4,2,0.23,1041399,Dallas,Texas,75233,2461,8/3/1994
46202,for_sale,345000,3,2,0.17,71823,Dallas,Texas,75228,1218,8/22/2006
71247,for_sale,670000,2,2,0.28,1578140,Dallas,Texas,75214,1633,10/14/2016
7080,for_sale,625000,3,4,0.16,1440016,Dallas,Texas,75206,1987,
53079,for_sale,270000,2,2,,960001,Dallas,Texas,75219,948,
33968,for_sale,399900,4,3,0.17,1024838,Dallas,Texas,75228,1817,12/16/2021
31130,for_sale,675000,3,2,0.16,1601777,Dallas,Texas,75214,1482,5/29/2018
23721,for_sale,429900,3,2,0.17,278944,Dallas,Texas,75216,2008,11/8/2017
4265,for_sale,450000,3,2,0.14,609507,Dallas,Texas,75204,1640,5/30/2014
33714,for_sale,649900,3,2,0.27,1560400,Dallas,Texas,75214,1434,4/30/1997
1764,for_sale,695000,2,2,0.22,1482576,Dallas,Texas,75214,1820,7/13/2017
13676,for_sale,300000,2,2,,1091134,Dallas,Texas,75219,1355,11/22/1999
31152,for_sale,75000,,,0.15,834678,Dallas,Texas,75215,,
58169,for_sale,37500,,,0.15,901938,Dallas,Texas,75241,,
32874,for_sale,40000,,,0.06,708124,Dallas,Texas,75215,,
32874,for_sale,35325,,,0.08,779056,Dallas,Texas,75216,,
52577,for_sale,49900,,,0.24,897252,Dallas,Texas,75241,,
52577,for_sale,49900,,,0.24,898718,Dallas,Texas,75241,,
71247,for_sale,287000,3,2,0.16,1485391,Dallas,Texas,75211,1221,
22611,for_sale,299900,4,2,0.16,1515535,Dallas,Texas,75241,2305,1/10/2022
22695,for_sale,55000,,,0.21,1691935,Dallas,Texas,75217,,1/22/2020
27030,for_sale,592414,3,4,0.04,617155,Dallas,Texas,75228,2235,
65286,for_sale,449000,3,3,0.25,101837,Dallas,Texas,75228,1783,11/23/1998
102816,for_sale,145000,2,1,0.47,27599,Dallas,Texas,75217,748,8/30/2021
81431,for_sale,219999,3,2,0.19,504483,Dallas,Texas,75217,1026,5/27/2021
84714,for_sale,410000,4,3,0.16,225650,Dallas,Texas,75208,1800,11/2/2020
9616,for_sale,275000,3,2,0.18,738351,Dallas,Texas,75215,1502,7/18/1984
19419,for_sale,285000,3,2,0.23,449546,Dallas,Texas,75217,1917,12/20/2005
58476,for_sale,184900,3,2,0.17,1256617,Dallas,Texas,75211,1559,10/21/2021
82967,for_sale,100000,,,0.19,231353,Dallas,Texas,75253,,
82967,for_sale,100000,,,0.26,1324308,Dallas,Texas,75203,,
20851,for_sale,80000,,,0.17,223933,Dallas,Texas,75215,,
20851,for_sale,80000,,,0.17,219581,Dallas,Texas,75215,,
23664,for_sale,360000,2,3,0.02,998216,Dallas,Texas,75210,1347,
45016,for_sale,252990,3,2,0.16,1320881,Dallas,Texas,75215,1298,
20851,for_sale,160000,,,0.18,277866,Dallas,Texas,75215,,
82967,for_sale,250000,,,0.43,895234,Dallas,Texas,75216,,
103237,for_sale,340000,5,3,0.14,345858,Dallas,Texas,75253,2617,
48839,for_sale,495000,3,2,0.16,1152059,Dallas,Texas,75208,1707,6/27/2018
102461,for_sale,75000,,,0.17,292658,Dallas,Texas,75203,,
3876,for_sale,325000,3,1,0.14,1324049,Dallas,Texas,75203,1024,1/2/2007
26872,for_sale,370000,3,2,0.23,1058201,Dallas,Texas,75233,2178,10/27/2020
